(0.8341066305356705, 800.0, 0.7000000000000001, 0.9)
(0.8341555411830465, 800.0, 0.8, 0.9)
(0.83423789746014, 800.0, 0.6000000000000001, 0.9)
(0.8343662493050616, 800.0, 0.6000000000000001, 0.30000000000000004)
(0.8343754924844048, 800.0, 0.9, 0.9)
(0.8344000567154003, 800.0, 0.7000000000000001, 0.30000000000000004)
(0.8345337983579562, 800.0, 0.6000000000000001, 0.4)
(0.8345364495700657, 800.0, 0.5, 0.30000000000000004)
(0.8345941736082442, 800.0, 0.9, 0.8)
(0.8345975395572722, 800.0, 0.4, 0.30000000000000004)
(0.8346387724269859, 800.0, 0.5, 0.4)
(0.8346687451631457, 800.0, 0.30000000000000004, 0.30000000000000004)
(0.8346809215784876, 800.0, 0.7000000000000001, 0.8)
(0.8346881499611029, 800.0, 0.9, 0.7000000000000001)
(0.8347050356836925, 800.0, 0.8, 0.8)
(0.8347148160649359, 800.0, 0.7000000000000001, 0.4)
(0.8347831166151543, 800.0, 0.8, 0.4)
(0.8348490608271031, 800.0, 0.30000000000000004, 0.4)
(0.8348722451461768, 800.0, 0.2, 0.4)
(0.8348938686599982, 800.0, 0.4, 0.4)
(0.8349512602536135, 800.0, 0.7000000000000001, 0.6)
(0.8349614331094772, 800.0, 0.8, 0.6)
(0.835006104834901, 800.0, 0.6000000000000001, 0.7000000000000001)
(0.8350391814168397, 800.0, 0.30000000000000004, 0.8)
(0.8350415643098329, 800.0, 0.5, 0.9)
(0.8350538304597458, 800.0, 0.5, 0.7000000000000001)
(0.8350858683325116, 800.0, 0.1, 0.8)
(0.835105261650703, 800.0, 0.8, 0.30000000000000004)
(0.8351288887669699, 800.0, 0.2, 0.8)
(0.8351580651948524, 800.0, 0.9, 0.4)
(0.8351731625204438, 800.0, 0.1, 0.5)
(0.8351771968762505, 800.0, 0.7000000000000001, 0.7000000000000001)
(0.8351807802234295, 800.0, 0.2, 0.9)
(0.8351904801852312, 800.0, 0.4, 0.7000000000000001)
(0.8351964563312931, 800.0, 0.8, 0.7000000000000001)
(0.8352065120549512, 800.0, 0.1, 0.7000000000000001)
(0.835211003624643, 800.0, 0.5, 0.8)
(0.8352191787095826, 800.0, 0.2, 0.5)
(0.8352303603553168, 800.0, 0.4, 0.8)
(0.835242148395586, 800.0, 0.2, 0.7000000000000001)
(0.8352872764266486, 800.0, 0.30000000000000004, 0.5)
(0.8352993828654489, 800.0, 0.30000000000000004, 0.9)
(0.835309190800579, 800.0, 0.1, 0.6)
(0.8353567904495711, 800.0, 0.4, 0.6)
(0.8353711337619201, 800.0, 0.1, 0.9)
(0.8353874394008354, 800.0, 0.9, 0.6)
(0.8354218173965188, 800.0, 0.4, 0.5)
(0.8354230872980075, 800.0, 0.30000000000000004, 0.6)
(0.8354339270267013, 800.0, 0.1, 0.4)
(0.8354351440371173, 800.0, 0.6000000000000001, 0.8)
(0.8354396201058866, 800.0, 0.30000000000000004, 0.7000000000000001)
(0.835482439145856, 800.0, 0.6000000000000001, 0.6)
(0.835511320487889, 800.0, 0.5, 0.6)
(0.8355161371120375, 800.0, 0.4, 0.9)
(0.8355857927795165, 800.0, 0.2, 0.6)
(0.8355926247759096, 800.0, 0.2, 0.30000000000000004)
(0.8356181739577362, 800.0, 0.7000000000000001, 0.5)
(0.8356310274931316, 800.0, 0.6000000000000001, 0.5)
(0.8356783171423345, 800.0, 0.9, 0.5)
(0.8356854119755938, 800.0, 0.8, 0.5)
